VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,election_zone,election_zone_code,total_election_votes,eligible_voters_election,winner_name,winner_party,winner_votes,recall_agree_votes,recall_disagree_votes,recall_valid_votes,recall_invalid_votes,recall_eligible_voters,recall_turnout_rate,recall_case,candidate_1_name,candidate_1_number,candidate_1_party,candidate_1_votes,candidate_2_name,candidate_2_number,candidate_2_party,candidate_2_votes,candidate_3_name,candidate_3_number,candidate_3_party,candidate_3_votes,candidate_4_name,candidate_4_number,candidate_4_party,candidate_4_votes,candidate_5_name,candidate_5_number,candidate_5_party,candidate_5_votes,candidate_6_name,candidate_6_number,candidate_6_party,candidate_6_votes,candidate_7_name,candidate_7_number,candidate_7_party,candidate_7_votes,candidate_8_name,candidate_8_number,candidate_8_party,candidate_8_votes
65000110040,新北市,汐止區,山光里,新北市第12選區,6500012,1782,2542,廖先翔,中國國民黨,1007,576,903,1479,5,2804,52.92,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,19,楊木火,2,無黨籍及未經政黨推薦,6,李佳蒨,3,臺灣雙語無法黨,29,陳長志,4,台灣維新,6,賴品妤,5,民主進步黨,715,廖先翔,6,中國國民黨,1007,,,,,,,,
65000110041,新北市,汐止區,大同里,新北市第12選區,6500012,1807,2490,廖先翔,中國國民黨,971,597,782,1379,5,2529,54.73,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,28,楊木火,2,無黨籍及未經政黨推薦,7,李佳蒨,3,臺灣雙語無法黨,33,陳長志,4,台灣維新,8,賴品妤,5,民主進步黨,760,廖先翔,6,中國國民黨,971,,,,,,,,
65000110042,新北市,汐止區,崇德里,新北市第12選區,6500012,3044,4277,廖先翔,中國國民黨,1681,1032,1352,2384,8,4329,55.26,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,38,楊木火,2,無黨籍及未經政黨推薦,7,李佳蒨,3,臺灣雙語無法黨,34,陳長志,4,台灣維新,16,賴品妤,5,民主進步黨,1268,廖先翔,6,中國國民黨,1681,,,,,,,,
65000110043,新北市,汐止區,湖興里,新北市第12選區,6500012,4210,5866,廖先翔,中國國民黨,2478,1333,2110,3443,21,5997,57.76,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,85,楊木火,2,無黨籍及未經政黨推薦,16,李佳蒨,3,臺灣雙語無法黨,57,陳長志,4,台灣維新,6,賴品妤,5,民主進步黨,1568,廖先翔,6,中國國民黨,2478,,,,,,,,
65000110044,新北市,汐止區,長青里,新北市第12選區,6500012,633,876,廖先翔,中國國民黨,353,221,297,518,5,880,59.43,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,5,楊木火,2,無黨籍及未經政黨推薦,3,李佳蒨,3,臺灣雙語無法黨,7,陳長志,4,台灣維新,2,賴品妤,5,民主進步黨,263,廖先翔,6,中國國民黨,353,,,,,,,,
65000110045,新北市,汐止區,福安里,新北市第12選區,6500012,3921,5420,廖先翔,中國國民黨,2170,1336,1640,2976,18,5463,54.81,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,51,楊木火,2,無黨籍及未經政黨推薦,18,李佳蒨,3,臺灣雙語無法黨,80,陳長志,4,台灣維新,25,賴品妤,5,民主進步黨,1577,廖先翔,6,中國國民黨,2170,,,,,,,,
65000110046,新北市,汐止區,秀山里,新北市第12選區,6500012,2894,4045,廖先翔,中國國民黨,1625,925,1353,2278,17,4035,56.88,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,42,楊木火,2,無黨籍及未經政黨推薦,11,李佳蒨,3,臺灣雙語無法黨,47,陳長志,4,台灣維新,14,賴品妤,5,民主進步黨,1155,廖先翔,6,中國國民黨,1625,,,,,,,,
65000110047,新北市,汐止區,建成里,新北市第12選區,6500012,3361,4559,廖先翔,中國國民黨,2010,1064,1702,2766,9,4585,60.52,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,40,楊木火,2,無黨籍及未經政黨推薦,9,李佳蒨,3,臺灣雙語無法黨,50,陳長志,4,台灣維新,16,賴品妤,5,民主進步黨,1236,廖先翔,6,中國國民黨,2010,,,,,,,,
65000110048,新北市,汐止區,城中里,新北市第12選區,6500012,2931,4016,廖先翔,中國國民黨,1708,980,1445,2425,10,4081,59.67,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,36,楊木火,2,無黨籍及未經政黨推薦,8,李佳蒨,3,臺灣雙語無法黨,44,陳長志,4,台灣維新,8,賴品妤,5,民主進步黨,1127,廖先翔,6,中國國民黨,1708,,,,,,,,
65000110049,新北市,汐止區,湖蓮里,新北市第12選區,6500012,1957,2577,廖先翔,中國國民黨,1209,622,1035,1657,9,2748,60.63,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,12,楊木火,2,無黨籍及未經政黨推薦,4,李佳蒨,3,臺灣雙語無法黨,26,陳長志,4,台灣維新,3,賴品妤,5,民主進步黨,703,廖先翔,6,中國國民黨,1209,,,,,,,,
65000110050,新北市,汐止區,保新里,新北市第12選區,6500012,1701,2566,廖先翔,中國國民黨,966,514,891,1405,9,2707,52.23,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,23,楊木火,2,無黨籍及未經政黨推薦,4,李佳蒨,3,臺灣雙語無法黨,22,陳長志,4,台灣維新,10,賴品妤,5,民主進步黨,676,廖先翔,6,中國國民黨,966,,,,,,,,
65000120001,新北市,瑞芳區,龍潭里,新北市第12選區,6500012,452,664,廖先翔,中國國民黨,224,133,216,349,2,631,55.63,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,8,楊木火,2,無黨籍及未經政黨推薦,3,李佳蒨,3,臺灣雙語無法黨,11,陳長志,4,台灣維新,2,賴品妤,5,民主進步黨,204,廖先翔,6,中國國民黨,224,,,,,,,,
65000120002,新北市,瑞芳區,龍興里,新北市第12選區,6500012,1240,1778,廖先翔,中國國民黨,645,358,556,914,5,1764,52.1,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,20,楊木火,2,無黨籍及未經政黨推薦,12,李佳蒨,3,臺灣雙語無法黨,18,陳長志,4,台灣維新,7,賴品妤,5,民主進步黨,538,廖先翔,6,中國國民黨,645,,,,,,,,
65000120003,新北市,瑞芳區,龍鎮里,新北市第12選區,6500012,783,1150,賴品妤,民主進步黨,378,259,335,594,0,1106,53.71,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,15,楊木火,2,無黨籍及未經政黨推薦,3,李佳蒨,3,臺灣雙語無法黨,14,陳長志,4,台灣維新,9,賴品妤,5,民主進步黨,378,廖先翔,6,中國國民黨,364,,,,,,,,
65000120004,新北市,瑞芳區,龍川里,新北市第12選區,6500012,986,1480,廖先翔,中國國民黨,490,275,452,727,2,1463,49.83,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,7,楊木火,2,無黨籍及未經政黨推薦,8,李佳蒨,3,臺灣雙語無法黨,13,陳長志,4,台灣維新,6,賴品妤,5,民主進步黨,462,廖先翔,6,中國國民黨,490,,,,,,,,
65000120005,新北市,瑞芳區,龍山里,新北市第12選區,6500012,802,1197,廖先翔,中國國民黨,403,202,370,572,4,1187,48.53,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,19,楊木火,2,無黨籍及未經政黨推薦,9,李佳蒨,3,臺灣雙語無法黨,28,陳長志,4,台灣維新,4,賴品妤,5,民主進步黨,339,廖先翔,6,中國國民黨,403,,,,,,,,
65000120006,新北市,瑞芳區,龍安里,新北市第12選區,6500012,351,522,廖先翔,中國國民黨,189,92,183,275,3,521,53.36,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,4,楊木火,2,無黨籍及未經政黨推薦,1,李佳蒨,3,臺灣雙語無法黨,5,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,151,廖先翔,6,中國國民黨,189,,,,,,,,
65000120007,新北市,瑞芳區,爪峯里,新北市第12選區,6500012,2269,3357,廖先翔,中國國民黨,1096,624,968,1592,9,3264,49.05,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,22,楊木火,2,無黨籍及未經政黨推薦,11,李佳蒨,3,臺灣雙語無法黨,48,陳長志,4,台灣維新,7,賴品妤,5,民主進步黨,1085,廖先翔,6,中國國民黨,1096,,,,,,,,
65000120008,新北市,瑞芳區,柑坪里,新北市第12選區,6500012,634,988,賴品妤,民主進步黨,344,250,221,471,1,958,49.27,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,9,楊木火,2,無黨籍及未經政黨推薦,7,李佳蒨,3,臺灣雙語無法黨,13,陳長志,4,台灣維新,2,賴品妤,5,民主進步黨,344,廖先翔,6,中國國民黨,259,,,,,,,,
65000120009,新北市,瑞芳區,東和里,新北市第12選區,6500012,983,1505,賴品妤,民主進步黨,520,324,413,737,5,1480,50.14,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,20,楊木火,2,無黨籍及未經政黨推薦,8,李佳蒨,3,臺灣雙語無法黨,28,陳長志,4,台灣維新,5,賴品妤,5,民主進步黨,520,廖先翔,6,中國國民黨,402,,,,,,,,
65000120010,新北市,瑞芳區,上天里,新北市第12選區,6500012,774,1184,賴品妤,民主進步黨,376,212,338,550,3,1138,48.59,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,13,楊木火,2,無黨籍及未經政黨推薦,11,李佳蒨,3,臺灣雙語無法黨,7,陳長志,4,台灣維新,7,賴品妤,5,民主進步黨,376,廖先翔,6,中國國民黨,360,,,,,,,,
65000120011,新北市,瑞芳區,吉慶里,新北市第12選區,6500012,1094,1608,賴品妤,民主進步黨,535,282,489,771,4,1543,50.23,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,16,楊木火,2,無黨籍及未經政黨推薦,6,李佳蒨,3,臺灣雙語無法黨,19,陳長志,4,台灣維新,10,賴品妤,5,民主進步黨,535,廖先翔,6,中國國民黨,508,,,,,,,,
65000120012,新北市,瑞芳區,吉安里,新北市第12選區,6500012,1778,2715,賴品妤,民主進步黨,890,514,790,1304,9,2707,48.5,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,27,楊木火,2,無黨籍及未經政黨推薦,12,李佳蒨,3,臺灣雙語無法黨,37,陳長志,4,台灣維新,10,賴品妤,5,民主進步黨,890,廖先翔,6,中國國民黨,802,,,,,,,,
65000120013,新北市,瑞芳區,傑魚里,新北市第12選區,6500012,1136,1769,賴品妤,民主進步黨,565,329,473,802,3,1711,47.05,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,8,楊木火,2,無黨籍及未經政黨推薦,12,李佳蒨,3,臺灣雙語無法黨,19,陳長志,4,台灣維新,5,賴品妤,5,民主進步黨,565,廖先翔,6,中國國民黨,527,,,,,,,,
65000120014,新北市,瑞芳區,猴硐里,新北市第12選區,6500012,234,385,賴品妤,民主進步黨,122,75,70,145,0,360,40.28,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,4,楊木火,2,無黨籍及未經政黨推薦,1,李佳蒨,3,臺灣雙語無法黨,4,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,122,廖先翔,6,中國國民黨,102,,,,,,,,
65000120015,新北市,瑞芳區,光復里,新北市第12選區,6500012,148,237,賴品妤,民主進步黨,83,59,59,118,0,225,52.44,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,5,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,0,陳長志,4,台灣維新,0,賴品妤,5,民主進步黨,83,廖先翔,6,中國國民黨,60,,,,,,,,
65000120016,新北市,瑞芳區,弓橋里,新北市第12選區,6500012,238,283,賴品妤,民主進步黨,145,85,74,159,0,274,58.03,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,4,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,5,陳長志,4,台灣維新,6,賴品妤,5,民主進步黨,145,廖先翔,6,中國國民黨,78,,,,,,,,
65000120017,新北市,瑞芳區,碩仁里,新北市第12選區,6500012,102,143,廖先翔,中國國民黨,57,32,35,67,1,140,48.57,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,1,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,1,陳長志,4,台灣維新,0,賴品妤,5,民主進步黨,43,廖先翔,6,中國國民黨,57,,,,,,,,
65000120018,新北市,瑞芳區,基山里,新北市第12選區,6500012,251,390,賴品妤,民主進步黨,138,93,93,186,0,383,48.56,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,3,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,4,陳長志,4,台灣維新,4,賴品妤,5,民主進步黨,138,廖先翔,6,中國國民黨,102,,,,,,,,
65000120019,新北市,瑞芳區,永慶里,新北市第12選區,6500012,232,382,賴品妤,民主進步黨,115,78,82,160,1,371,43.4,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,3,楊木火,2,無黨籍及未經政黨推薦,1,李佳蒨,3,臺灣雙語無法黨,8,陳長志,4,台灣維新,0,賴品妤,5,民主進步黨,115,廖先翔,6,中國國民黨,105,,,,,,,,
65000120020,新北市,瑞芳區,崇文里,新北市第12選區,6500012,162,275,賴品妤,民主進步黨,87,53,67,120,2,260,46.92,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,3,楊木火,2,無黨籍及未經政黨推薦,1,李佳蒨,3,臺灣雙語無法黨,4,陳長志,4,台灣維新,0,賴品妤,5,民主進步黨,87,廖先翔,6,中國國民黨,67,,,,,,,,
65000120021,新北市,瑞芳區,福住里,新北市第12選區,6500012,107,153,廖先翔,中國國民黨,62,25,60,85,0,140,60.71,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,1,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,3,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,40,廖先翔,6,中國國民黨,62,,,,,,,,
65000120022,新北市,瑞芳區,頌德里,新北市第12選區,6500012,192,301,賴品妤,民主進步黨,91,60,76,136,1,287,47.74,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,1,楊木火,2,無黨籍及未經政黨推薦,3,李佳蒨,3,臺灣雙語無法黨,6,陳長志,4,台灣維新,0,賴品妤,5,民主進步黨,91,廖先翔,6,中國國民黨,91,,,,,,,,
65000120023,新北市,瑞芳區,新山里,新北市第12選區,6500012,211,341,廖先翔,中國國民黨,107,65,92,157,2,317,50.16,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,5,楊木火,2,無黨籍及未經政黨推薦,4,李佳蒨,3,臺灣雙語無法黨,4,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,90,廖先翔,6,中國國民黨,107,,,,,,,,
65000120024,新北市,瑞芳區,瓜山里,新北市第12選區,6500012,112,160,廖先翔,中國國民黨,67,27,62,89,0,156,57.05,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,2,楊木火,2,無黨籍及未經政黨推薦,1,李佳蒨,3,臺灣雙語無法黨,0,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,41,廖先翔,6,中國國民黨,67,,,,,,,,
65000120025,新北市,瑞芳區,銅山里,新北市第12選區,6500012,115,178,賴品妤,民主進步黨,60,44,38,82,1,167,49.7,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,0,楊木火,2,無黨籍及未經政黨推薦,1,李佳蒨,3,臺灣雙語無法黨,2,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,60,廖先翔,6,中國國民黨,51,,,,,,,,
65000120026,新北市,瑞芳區,石山里,新北市第12選區,6500012,158,290,廖先翔,中國國民黨,92,51,76,127,0,272,46.69,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,0,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,1,陳長志,4,台灣維新,2,賴品妤,5,民主進步黨,63,廖先翔,6,中國國民黨,92,,,,,,,,
65000120027,新北市,瑞芳區,濓新里,新北市第12選區,6500012,135,257,賴品妤,民主進步黨,87,41,54,95,0,250,38.0,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,1,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,2,陳長志,4,台灣維新,0,賴品妤,5,民主進步黨,87,廖先翔,6,中國國民黨,45,,,,,,,,
65000120028,新北市,瑞芳區,濓洞里,新北市第12選區,6500012,261,409,賴品妤,民主進步黨,137,60,117,177,0,389,45.5,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,3,楊木火,2,無黨籍及未經政黨推薦,2,李佳蒨,3,臺灣雙語無法黨,5,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,137,廖先翔,6,中國國民黨,113,,,,,,,,
65000120029,新北市,瑞芳區,海濱里,新北市第12選區,6500012,655,1093,廖先翔,中國國民黨,322,124,263,387,3,1039,37.54,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,6,楊木火,2,無黨籍及未經政黨推薦,13,李佳蒨,3,臺灣雙語無法黨,16,陳長志,4,台灣維新,4,賴品妤,5,民主進步黨,294,廖先翔,6,中國國民黨,322,,,,,,,,
65000120030,新北市,瑞芳區,瑞濱里,新北市第12選區,6500012,972,1552,賴品妤,民主進步黨,498,274,454,728,2,1529,47.74,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,7,楊木火,2,無黨籍及未經政黨推薦,9,李佳蒨,3,臺灣雙語無法黨,34,陳長志,4,台灣維新,3,賴品妤,5,民主進步黨,498,廖先翔,6,中國國民黨,421,,,,,,,,
65000120031,新北市,瑞芳區,深澳里,新北市第12選區,6500012,709,1163,賴品妤,民主進步黨,341,153,354,507,2,1120,45.45,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,14,楊木火,2,無黨籍及未經政黨推薦,8,李佳蒨,3,臺灣雙語無法黨,12,陳長志,4,台灣維新,3,賴品妤,5,民主進步黨,341,廖先翔,6,中國國民黨,331,,,,,,,,
65000120032,新北市,瑞芳區,南雅里,新北市第12選區,6500012,182,257,賴品妤,民主進步黨,88,54,64,118,2,243,49.38,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,6,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,3,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,88,廖先翔,6,中國國民黨,84,,,,,,,,
65000120033,新北市,瑞芳區,鼻頭里,新北市第12選區,6500012,450,796,賴品妤,民主進步黨,238,122,157,279,2,775,36.26,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,4,楊木火,2,無黨籍及未經政黨推薦,4,李佳蒨,3,臺灣雙語無法黨,3,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,238,廖先翔,6,中國國民黨,200,,,,,,,,
65000120034,新北市,瑞芳區,新峰里,新北市第12選區,6500012,1833,2781,廖先翔,中國國民黨,895,487,814,1301,7,2763,47.34,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,26,楊木火,2,無黨籍及未經政黨推薦,13,李佳蒨,3,臺灣雙語無法黨,28,陳長志,4,台灣維新,13,賴品妤,5,民主進步黨,858,廖先翔,6,中國國民黨,895,,,,,,,,
65000240001,新北市,平溪區,薯榔里,新北市第12選區,6500012,217,340,賴品妤,民主進步黨,112,80,67,147,0,314,46.82,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,2,楊木火,2,無黨籍及未經政黨推薦,5,李佳蒨,3,臺灣雙語無法黨,3,陳長志,4,台灣維新,0,賴品妤,5,民主進步黨,112,廖先翔,6,中國國民黨,95,,,,,,,,
65000240002,新北市,平溪區,菁桐里,新北市第12選區,6500012,145,225,廖先翔,中國國民黨,72,40,54,94,0,227,41.41,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,1,楊木火,2,無黨籍及未經政黨推薦,1,李佳蒨,3,臺灣雙語無法黨,1,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,69,廖先翔,6,中國國民黨,72,,,,,,,,
65000240003,新北市,平溪區,白石里,新北市第12選區,6500012,153,212,賴品妤,民主進步黨,84,44,52,96,0,206,46.6,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,1,楊木火,2,無黨籍及未經政黨推薦,1,李佳蒨,3,臺灣雙語無法黨,5,陳長志,4,台灣維新,2,賴品妤,5,民主進步黨,84,廖先翔,6,中國國民黨,60,,,,,,,,
65000240004,新北市,平溪區,石底里,新北市第12選區,6500012,263,372,賴品妤,民主進步黨,142,109,81,190,3,373,51.74,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,11,楊木火,2,無黨籍及未經政黨推薦,4,李佳蒨,3,臺灣雙語無法黨,6,陳長志,4,台灣維新,3,賴品妤,5,民主進步黨,142,廖先翔,6,中國國民黨,97,,,,,,,,
65000240005,新北市,平溪區,平溪里,新北市第12選區,6500012,133,217,廖先翔,中國國民黨,79,41,63,104,1,219,47.95,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,0,楊木火,2,無黨籍及未經政黨推薦,2,李佳蒨,3,臺灣雙語無法黨,1,陳長志,4,台灣維新,2,賴品妤,5,民主進步黨,49,廖先翔,6,中國國民黨,79,,,,,,,,
65000240006,新北市,平溪區,嶺腳里,新北市第12選區,6500012,312,555,賴品妤,民主進步黨,149,89,128,217,1,507,43.0,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,4,楊木火,2,無黨籍及未經政黨推薦,2,李佳蒨,3,臺灣雙語無法黨,5,陳長志,4,台灣維新,3,賴品妤,5,民主進步黨,149,廖先翔,6,中國國民黨,149,,,,,,,,
65000240007,新北市,平溪區,東勢里,新北市第12選區,6500012,272,401,廖先翔,中國國民黨,132,90,103,193,1,386,50.26,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,2,楊木火,2,無黨籍及未經政黨推薦,1,李佳蒨,3,臺灣雙語無法黨,6,陳長志,4,台灣維新,2,賴品妤,5,民主進步黨,129,廖先翔,6,中國國民黨,132,,,,,,,,
65000240008,新北市,平溪區,望古里,新北市第12選區,6500012,97,149,廖先翔,中國國民黨,57,27,53,80,1,146,55.48,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,3,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,1,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,35,廖先翔,6,中國國民黨,57,,,,,,,,
65000240009,新北市,平溪區,南山里,新北市第12選區,6500012,202,311,廖先翔,中國國民黨,108,48,72,120,1,298,40.6,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,2,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,5,陳長志,4,台灣維新,0,賴品妤,5,民主進步黨,87,廖先翔,6,中國國民黨,108,,,,,,,,
65000240010,新北市,平溪區,平湖里,新北市第12選區,6500012,110,150,賴品妤,民主進步黨,57,40,27,67,1,139,48.92,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,1,楊木火,2,無黨籍及未經政黨推薦,0,李佳蒨,3,臺灣雙語無法黨,3,陳長志,4,台灣維新,1,賴品妤,5,民主進步黨,57,廖先翔,6,中國國民黨,48,,,,,,,,
65000240011,新北市,平溪區,十分里,新北市第12選區,6500012,459,760,賴品妤,民主進步黨,232,130,172,302,1,742,40.84,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,6,楊木火,2,無黨籍及未經政黨推薦,2,李佳蒨,3,臺灣雙語無法黨,7,陳長志,4,台灣維新,5,賴品妤,5,民主進步黨,232,廖先翔,6,中國國民黨,207,,,,,,,,
65000240012,新北市,平溪區,新寮里,新北市第12選區,6500012,100,142,廖先翔,中國國民黨,52,29,39,68,0,141,48.23,第11屆立法委員(新北市第12選舉區)廖先翔罷免案各投開票所投開票結果表,黃瑞傳,1,無黨籍及未經政黨推薦,0,楊木火,2,無黨籍及未經政黨推薦,1,李佳蒨,3,臺灣雙語無法黨,1,陳長志,4,台灣維新,0,賴品妤,5,民主進步黨,46,廖先翔,6,中國國民黨,52,,,,,,,,
